0.000000188	-1.41E+00
0.000000192	-1.34E+00
0.000000195	-1.27E+00
0.000000199	-1.26E+00
0.000000203	-1.24E+00
0.000000207	-1.14E+00
0.000000212	-1.11E+00
0.000000216	-1.05E+00
0.000000221	-1.01E+00
0.000000226	-1.01E+00
0.000000231	-1.11E+00
0.000000237	-1.27E+00
0.000000243	-1.49E+00
0.000000249	-1.74E+00
0.000000255	-2.06E+00
0.000000262	-2.35E+00
0.000000269	-2.67E+00
0.000000276	-3.02E+00
0.000000284	-3.29E+00
0.000000292	-3.61E+00
0.000000301	-3.95E+00
0.000000311	-4.35E+00
0.00000032	-4.67E+00
0.000000332	-4.92E+00
0.000000342	-4.99E+00
0.000000354	-4.92E+00
0.000000368	-4.80E+00
0.000000381	-4.62E+00
0.000000397	-4.38E+00
0.000000413	-4.30E+00
0.000000431	-4.18E+00
0.000000451	-4.09E+00
0.000000471	-4.23E+00
0.000000496	-4.61E+00
0.000000521	-4.94E+00
0.000000549	-5.31E+00
0.000000582	-6.06E+00
0.000000617	-6.71E+00
0.000000659	-7.13E+00
0.000000704	-7.50E+00
0.000000756	-7.08E+00
0.000000821	-5.78E+00
0.000000892	-4.86E+00
0.000000984	-4.54E+00
0.000001088	-3.91E+00
0.000001216	-4.12E+00
0.000001393	-5.63E+00
0.00000161	-8.47E+00
0.000001937	-1.46E+01
