0.000000188	3.564
0.000000192	3.8048
0.000000195	4.0504
0.000000199	4.2
0.000000203	4.2926
0.000000207	4.4278
0.000000212	4.4016
0.000000216	4.4088
0.000000221	4.3824
0.000000226	4.3824
0.000000231	4.4016
0.000000237	4.472
0.000000243	4.5312
0.000000249	4.6482
0.000000255	4.8132
0.000000262	5.0546
0.000000269	5.2578
0.000000276	5.642
0.000000284	6.102
0.000000292	6.608
0.000000301	7.134
0.000000311	7.71
0.00000032	8.246
0.000000332	8.8228
0.000000342	9.7008
0.000000354	10.4468
0.000000368	11.02
0.000000381	11.6614
0.000000397	12.272
0.000000413	12.7544
0.000000431	13.3042
0.000000451	13.8016
0.000000471	14.384
0.000000496	15.0568
0.000000521	16.104
0.000000549	17.4244
0.000000582	18.616
0.000000617	19.8648
0.000000659	21.1968
0.000000704	22.6512
0.000000756	24.06
0.000000821	25.7442
0.000000892	26.0568
0.000000984	26.599
0.000001088	28.14
0.000001216	30.046
0.000001393	32.0758
0.00000161	34.686
0.000001937	36.4338
